"colour"	"from"	"to"	"x"	"y"	"xend"	"yend"	"label"	"PANEL"	"group"	".selfie"	"weight"	".samegroup"	"ymax"	"xmax"	"width"	"linetype"	"fontsize"	"shape"	"arrowsize"	"size"	"fill"	"alpha"	"stroke"	"linewidth"	"angle"	"vjust"	"hjust"	"curvature"	"type"
"#66A61E"	"CD3+/CD4-/CD8a+/FoxP3+/CD25+"	"Lachnoclostridium(100):Otu00059"	0.138514671660442	0.32342362737919	0	0.339766303371466	"CD3+/CD4-/CD8a+/FoxP3+/CD25+"	1	573	FALSE	1	FALSE	NA	0.138514671660442	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"CD3+"
"#66A61E"	"CD3+/CD4-/CD8a+/FoxP3+/CD25+"	"Prevotellaceae(100):Otu00309"	0.138514671660442	0.32342362737919	0.0366699915889591	0.416318780076144	"CD3+/CD4-/CD8a+/FoxP3+/CD25+"	1	574	FALSE	1	FALSE	NA	0.138514671660442	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"CD3+"
"#66A61E"	"CD3+/CD4+/CD8a-/FoxP3-/CD25-"	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	0.263447186028898	0.218799764124114	0.456933116925619	0.145951091484169	"CD3+/CD4+/CD8a-/FoxP3-/CD25-"	1	575	FALSE	2	FALSE	NA	0.456933116925619	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"CD3+"
"#66A61E"	"CD3+/CD4+/CD8a-/FoxP3-/CD25-"	"Prevotellaceae(100):Otu00025"	0.263447186028898	0.218799764124114	0.108989568001482	0.20728188943692	"CD3+/CD4+/CD8a-/FoxP3-/CD25-"	1	576	FALSE	1	FALSE	NA	0.263447186028898	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"CD3+"
"#66A61E"	"CD3+/CD4+/CD8a-/FoxP3-/CD25+"	"CD3+/CD4+/CD8a+/FoxP3-/CD25-"	0.491056495438154	0.868851633110551	0.433132592055918	0.752623319349877	"CD3+/CD4+/CD8a-/FoxP3-/CD25+"	1	577	FALSE	2	FALSE	NA	0.491056495438154	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"CD3+"
"#66A61E"	"CD3+/CD4+/CD8a-/FoxP3-/CD25+"	"CD3+/CD4+/CD8a+/FoxP3-/CD25+"	0.491056495438154	0.868851633110551	0.393447606068509	0.798360073980034	"CD3+/CD4+/CD8a-/FoxP3-/CD25+"	1	578	FALSE	2	FALSE	NA	0.491056495438154	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"CD3+"
"#66A61E"	"CD3+/CD4+/CD8a-/FoxP3-/CD25+"	"CD3+/CD4+/CD8a+/FoxP3+/CD25+"	0.491056495438154	0.868851633110551	0.553500948156428	0.809911581292189	"CD3+/CD4+/CD8a-/FoxP3-/CD25+"	1	579	FALSE	2	FALSE	NA	0.553500948156428	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"CD3+"
"#66A61E"	"CD3+/CD4+/CD8a-/FoxP3-/CD25+"	"Proteobacteria_unclassified(99):Otu00319"	0.491056495438154	0.868851633110551	0.449804140819364	1	"CD3+/CD4+/CD8a-/FoxP3-/CD25+"	1	580	FALSE	1	FALSE	NA	0.491056495438154	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"CD3+"
"#66A61E"	"CD3+/CD4+/CD8a-/FoxP3-/CD25+"	"Veillonellaceae(100):Otu00017"	0.491056495438154	0.868851633110551	0.603121364788966	0.970629747080507	"CD3+/CD4+/CD8a-/FoxP3-/CD25+"	1	581	FALSE	1	FALSE	NA	0.603121364788966	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"CD3+"
"#66A61E"	"CD3+/CD4+/CD8a-/FoxP3+/CD25-"	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	0.34750299983001	0.0275052285971029	0.456933116925619	0.145951091484169	"CD3+/CD4+/CD8a-/FoxP3+/CD25-"	1	582	FALSE	2	FALSE	NA	0.456933116925619	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"CD3+"
"#66A61E"	"CD3+/CD4+/CD8a-/FoxP3+/CD25-"	"CD3+/CD4+/CD8a+/FoxP3+/CD25-"	0.34750299983001	0.0275052285971029	0.225206260680953	0	"CD3+/CD4+/CD8a-/FoxP3+/CD25-"	1	583	FALSE	2	FALSE	NA	0.34750299983001	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"CD3+"
"#66A61E"	"CD3+/CD4+/CD8a-/FoxP3+/CD25-"	"Family_XIII(100):Otu00306"	0.34750299983001	0.0275052285971029	0.445871584192679	0.0101789158727557	"CD3+/CD4+/CD8a-/FoxP3+/CD25-"	1	584	FALSE	1	FALSE	NA	0.445871584192679	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"CD3+"
"#66A61E"	"CD3+/CD4+/CD8a-/FoxP3+/CD25-"	"IL6"	0.34750299983001	0.0275052285971029	0.373143867120403	0.0726192890566182	"CD3+/CD4+/CD8a-/FoxP3+/CD25-"	1	585	FALSE	2	FALSE	NA	0.373143867120403	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"CD3+"
"#66A61E"	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	"Family_XIII(100):Otu00306"	0.456933116925619	0.145951091484169	0.445871584192679	0.0101789158727557	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	1	586	FALSE	1	FALSE	NA	0.456933116925619	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"CD3+"
"#66A61E"	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	"IL6"	0.456933116925619	0.145951091484169	0.373143867120403	0.0726192890566182	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	1	587	FALSE	2	FALSE	NA	0.456933116925619	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"CD3+"
"#66A61E"	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	"Megasphaera(100):Otu00101"	0.456933116925619	0.145951091484169	0.302370683140911	0.146697648465951	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	1	588	FALSE	1	FALSE	NA	0.456933116925619	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"CD3+"
"#66A61E"	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	"ng IgA/mg dry contents"	0.456933116925619	0.145951091484169	0.564068595956025	0.219453592544919	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	1	589	FALSE	2	FALSE	NA	0.564068595956025	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"CD3+"
"#66A61E"	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	"Prevotella_2(100):Otu00005"	0.456933116925619	0.145951091484169	0.63872190916744	0.117199732144101	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	1	590	FALSE	1	FALSE	NA	0.63872190916744	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"CD3+"
"#66A61E"	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	"Prevotellaceae(100):Otu00026"	0.456933116925619	0.145951091484169	0.532315533871025	0.0149274237732231	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	1	591	FALSE	1	FALSE	NA	0.532315533871025	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"CD3+"
"#66A61E"	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	"Ruminococcaceae(100):Otu00230"	0.456933116925619	0.145951091484169	0.605427371403084	0.0569282536520474	"CD3+/CD4+/CD8a-/FoxP3+/CD25+"	1	592	FALSE	1	FALSE	NA	0.605427371403084	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"CD3+"
"#66A61E"	"CD3+/CD4+/CD8a+/FoxP3-/CD25-"	"CD3+/CD4+/CD8a+/FoxP3-/CD25+"	0.433132592055918	0.752623319349877	0.393447606068509	0.798360073980034	"CD3+/CD4+/CD8a+/FoxP3-/CD25-"	1	593	FALSE	2	FALSE	NA	0.433132592055918	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"CD3+"
"#66A61E"	"CD3+/CD4+/CD8a+/FoxP3-/CD25-"	"CD3+/CD4+/CD8a+/FoxP3+/CD25+"	0.433132592055918	0.752623319349877	0.553500948156428	0.809911581292189	"CD3+/CD4+/CD8a+/FoxP3-/CD25-"	1	594	FALSE	2	FALSE	NA	0.553500948156428	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"CD3+"
"#66A61E"	"CD3+/CD4+/CD8a+/FoxP3-/CD25+"	"CD3+/CD4+/CD8a+/FoxP3+/CD25+"	0.393447606068509	0.798360073980034	0.553500948156428	0.809911581292189	"CD3+/CD4+/CD8a+/FoxP3-/CD25+"	1	595	FALSE	2	FALSE	NA	0.553500948156428	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"CD3+"
"#66A61E"	"CD3+/CD4+/CD8a+/FoxP3-/CD25+"	"isobutyrate"	0.393447606068509	0.798360073980034	0.262736891259583	0.871114541058742	"CD3+/CD4+/CD8a+/FoxP3-/CD25+"	1	596	FALSE	2	FALSE	NA	0.393447606068509	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"CD3+"
"#66A61E"	"CD3+/CD4+/CD8a+/FoxP3+/CD25-"	"CD3+/CD4+/CD8a+/FoxP3+/CD25-"	0.225206260680953	0	0.225206260680953	0	"CD3+/CD4+/CD8a+/FoxP3+/CD25-"	1	599	NA	1	TRUE	NA	0.225206260680953	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"CD3+"
"#66A61E"	"CD3+/CD4+/CD8a+/FoxP3+/CD25+"	"CD3+/CD4+/CD8a+/FoxP3+/CD25+"	0.553500948156428	0.809911581292189	0.553500948156428	0.809911581292189	"CD3+/CD4+/CD8a+/FoxP3+/CD25+"	1	600	NA	1	TRUE	NA	0.553500948156428	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"CD3+"
"#BB8714"	"Clostridiales_unclassified(100):Otu00256"	"Clostridiales_unclassified(100):Otu00256"	0.00957219031085059	0.670965180574372	0.00957219031085059	0.670965180574372	"Clostridiales_unclassified(100):Otu00256"	1	136	NA	1	TRUE	NA	0.00957219031085059	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"16S"
"#BC5266"	"DEFb1"	"DEFb1"	0.261577452552872	0.334486481764953	0.261577452552872	0.334486481764953	"DEFb1"	1	523	NA	1	TRUE	NA	0.261577452552872	0.75	"solid"	3.5	19	1	5	NA	NA	0.5	0.5	0	0	0.5	0	"barrier"
